Trainning ...
Done traning
error = 0.14402266393863447
error = 0.144019951528654
error = 0.14401723033413458
error = 0.14401449970885866
error = 0.1440117589715171
error = 0.14400900740337236
error = 0.1440062442457292
error = 0.14400346869718997
error = 0.14400067991067933
error = 0.14399787699020827
error = 0.1439950589873568
error = 0.14399222489744273
error = 0.1439893736553458
error = 0.1439865041309464
error = 0.14398361512414407
error = 0.14398070535940452
error = 0.14397777347978122
error = 0.1439748180403587
error = 0.14397183750104606
error = 0.14396883021864423
error = 0.14396579443810426
error = 0.14396272828287746
error = 0.14395962974424273
error = 0.14395649666948956
error = 0.1439533267488045
error = 0.14395011750069925
error = 0.143946866255785
error = 0.14394357013866574
error = 0.14394022604770915
error = 0.1439368306323799
error = 0.1439333802678036
error = 0.14392987102615087
error = 0.14392629864437964
error = 0.14392265848777827
error = 0.14391894550866996
error = 0.1439151541995111
error = 0.1439112785394888
error = 0.14390731193354958
error = 0.14390324714258237
error = 0.14389907620324766
error = 0.14389479033562608
error = 0.14389037983649833
error = 0.1438858339556128
error = 0.14388114075172748
error = 0.1438762869245162
error = 0.14387125761754763
error = 0.14386603618645444
error = 0.1438606039250093
error = 0.1438549397400795
error = 0.14384901976417142
error = 0.1438428168914175
error = 0.1438363002191248
error = 0.14382943437219625
error = 0.14382217868144326
error = 0.14381448617852383
error = 0.1438063023592914
error = 0.14379756365276727
error = 0.1437881955133568
error = 0.14377811002753169
error = 0.14376720289025735
error = 0.14375534955730848
error = 0.1437424003119336
error = 0.14372817389074052
error = 0.14371244918363546
error = 0.1436949543418256
error = 0.1436753523767675
error = 0.14365322198693822
error = 0.14362803188070206
error = 0.1435991062509326
error = 0.14356557831249933
error = 0.14352632805222507
error = 0.14347989994422233
error = 0.1434243973564884
error = 0.14335735503388275
error = 0.14327560404266138
error = 0.14317517224592693
error = 0.14305131253014264
error = 0.14289879792568336
error = 0.14271255787233741
error = 0.14248834011342312
error = 0.1422224325587599
error = 0.1419097434475871
error = 0.14154189353369953
error = 0.1411084476958827
error = 0.1406011315945562
error = 0.1400177138702779
error = 0.13936406809021631
error = 0.13865464623473528
error = 0.13791013973775745
error = 0.13715208274117052
error = 0.13639896063845824
error = 0.1356620176970382
error = 0.13494558966614784
error = 0.13425517252967242
error = 0.1335959199614149
error = 0.13296850914690722
error = 0.1323687344463932
error = 0.13178830246450196
error = 0.13121492768611168
error = 0.13062857880756185
error = 0.12999186613313934
error = 0.12921743543663425
error = 0.1282008320690672
error = 0.12714052054591948
error = 0.12620983278639727
error = 0.12544340791646702
error = 0.12451527992921702
error = 0.1233322488049957
error = 0.12220382098886481
error = 0.12132360380676406
error = 0.12012539374271661
error = 0.11920040814502396
error = 0.11826099684783851
error = 0.11733452186638219
error = 0.1164864848985578
error = 0.1156640642097012
error = 0.11472878800756069
error = 0.11369726815047342
error = 0.11280623503517624
error = 0.11200260536902415
error = 0.1111862045123561
error = 0.11025705135719362
error = 0.10906278230770379
error = 0.10729757452047131
error = 0.1043693315935297
error = 0.0884611743553973
error = 0.06083779667662481
error = 0.03777066400054192
error = 0.025952947809445123
error = 0.020780622181601226
error = 0.017590365988836926
error = 0.013662942593660866
error = 0.011157660888993318
error = 0.011034857587095803
error = 0.00808699156207086
error = 0.007293624038553721
error = 0.008796192387445471
error = 0.006005453032452634
error = 0.0070369992228341924
error = 0.005930134316504628
error = 0.003870798903862778
error = 0.0034369769795918564
error = 0.0030068872889657595
error = 0.002680206087159099
error = 0.0024726279940305348
error = 0.0022951666150817862
error = 0.002012132850191357
error = 0.0017741595840072913
error = 0.001553300496639958
error = 0.0013990380457761106
error = 0.0012404484769938994
error = 0.0010743832856796517
error = 9.158107598726325E-4
error = 7.884529051325995E-4
error = 7.170768831561128E-4
error = 6.702861181291336E-4
error = 6.298886734585853E-4
error = 5.943972193108159E-4
error = 5.629556322255667E-4
error = 5.34897534458506E-4
error = 5.096995425751536E-4
error = 4.869399823863831E-4
error = 4.66275770486921E-4
error = 4.474248655807142E-4
error = 4.30153470230784E-4
error = 4.142662661088971E-4
error = 3.9959890862202433E-4
error = 3.860121837576344E-4
error = 3.733874193853179E-4
error = 3.616228519636567E-4
error = 3.5063072823095063E-4
error = 3.403349768937896E-4
error = 3.306693256860348E-4
error = 3.215757688539239E-4
error = 3.130033121962062E-4
error = 3.049069393400264E-4
error = 2.972467554402869E-4
error = 2.89987274005605E-4
error = 2.830968198411651E-4
error = 2.765470267136116E-4
error = 2.7031241269511786E-4
error = 2.643700195367365E-4
error = 2.5869910508045024E-4
error = 2.5328087981503364E-4
error = 2.4809828034120607E-4
error = 2.431357738335725E-4
error = 2.383791886443373E-4
error = 2.3381556704434332E-4
error = 2.2943303678383753E-4
error = 2.2522069871297855E-4
error = 2.2116852815593746E-4
error = 2.1726728810510506E-4
error = 2.1350845260689104E-4
error = 2.0988413896338932E-4
error = 2.0638704758326932E-4
error = 2.030104084888463E-4
error = 1.9974793363194078E-4
error = 1.9659377429252718E-4
error = 1.9354248293653245E-4
error = 1.9058897899559284E-4
error = 1.8772851810443437E-4
error = 1.8495666439372505E-4
error = 1.8226926548905905E-4
error = 1.7966242991172143E-4
error = 1.7713250661565815E-4
error = 1.7467606642827672E-4
error = 1.7228988519112334E-4
error = 1.6997092842136786E-4
error = 1.6771633733614184E-4
error = 1.6552341610058104E-4
error = 1.6338962017622833E-4
error = 1.6131254566068132E-4
error = 1.5928991952154743E-4
error = 1.573195906385314E-4
error = 1.5539952157675677E-4
error = 1.5352778102285791E-4
error = 1.517025368224852E-4
error = 1.499220495643583E-4
error = 1.48184666661602E-4
error = 1.4648881688615338E-4
error = 1.448330053164274E-4
error = 1.4321580866241004E-4
error = 1.4163587093570627E-4
error = 1.400918994354686E-4
error = 1.3858266102354747E-4
error = 1.3710697866497817E-4
error = 1.3566372821209707E-4
error = 1.3425183541235239E-4
error = 1.3287027312195446E-4
error = 1.3151805870896844E-4
error = 1.3019425163087928E-4
error = 1.2889795117304023E-4
error = 1.2762829433555012E-4
error = 1.2638445385718575E-4
error = 1.251656363659855E-4
error = 1.2397108064692524E-4
error = 1.2280005601796002E-4
error = 1.2165186080649567E-4
error = 1.2052582091872719E-4
error = 1.1942128849538445E-4
error = 1.1833764064741937E-4
error = 1.1727427826606978E-4
error = 1.1623062490202097E-4
error = 1.1520612570886588E-4
error = 1.1420024644633925E-4
error = 1.132124725393485E-4
error = 1.1224230818892225E-4
error = 1.1128927553170106E-4
error = 1.1035291384467195E-4
error = 1.09432778792262E-4
error = 1.0852844171301683E-4
error = 1.0763948894336471E-4
error = 1.06765521176134E-4
error = 1.0590615285164292E-4
error = 1.0506101157941946E-4
error = 1.0422973758862603E-4
error = 1.0341198320558065E-4
error = 1.0260741235665478E-4
error = 1.0181570009521188E-4
error = 1.0103653215111031E-4
error = 1.0026960450153047E-4
error = 9.951462296197183E-5
error = 9.87713027962571E-5
error = 9.803936834453342E-5
error = 9.731855266833595E-5
error = 9.660859721176007E-5
error = 9.590925147792149E-5
error = 9.522027271993751E-5
error = 9.454142564563827E-5
error = 9.387248213533875E-5
error = 9.321322097202222E-5
error = 9.256342758331724E-5
error = 9.192289379463182E-5
error = 9.129141759299898E-5
error = 9.066880290104306E-5
error = 9.005485936056601E-5
error = 8.94494021253671E-5
error = 8.885225166280465E-5
error = 8.826323356364842E-5
error = 8.768217835996389E-5
error = 8.710892135049459E-5
error = 8.654330243332929E-5
error = 8.598516594540741E-5
error = 8.543436050865079E-5
error = 8.489073888232306E-5
error = 8.435415782141155E-5
error = 8.382447794070564E-5
error = 8.330156358433067E-5
error = 8.27852827005154E-5
error = 8.227550672130703E-5
error = 8.177211044708076E-5
error = 8.127497193554666E-5
error = 8.078397239514994E-5
error = 8.029899608257147E-5
error = 7.981993020425107E-5
error = 7.934666482165264E-5
error = 7.887909276020586E-5
error = 7.841710952168246E-5
error = 7.796061319991121E-5
error = 7.750950439967508E-5
error = 7.706368615863251E-5
error = 7.6623063872159E-5
error = 7.618754522099436E-5
error = 7.575704010150687E-5
error = 7.533146055857552E-5
error = 7.491072072087592E-5
error = 7.449473673851694E-5
error = 7.408342672296666E-5
error = 7.367671068905238E-5
error = 7.327451049911782E-5
error = 7.287674980907965E-5
error = 7.24833540164402E-5
error = 7.209425021008501E-5
error = 7.170936712184487E-5
error = 7.132863507973109E-5
error = 7.09519859627816E-5
error = 7.057935315744558E-5
error = 7.02106715154467E-5
error = 6.984587731310685E-5
error = 6.948490821197305E-5
error = 6.912770322081653E-5
error = 6.877420265887462E-5
error = 6.842434812030115E-5
error = 6.807808243978862E-5
error = 6.77353496593161E-5
error = 6.739609499597283E-5
error = 6.706026481081451E-5
error = 6.6727806578739E-5
error = 6.639866885929508E-5
error = 6.607280126844206E-5
error = 6.575015445118239E-5
error = 6.543068005506028E-5
error = 6.511433070449589E-5
error = 6.480105997588959E-5
error = 6.449082237352534E-5
error = 6.41835733061852E-5
error = 6.387926906449974E-5
error = 6.357786679896917E-5
error = 6.327932449865325E-5
error = 6.298360097049797E-5
error = 6.26906558192922E-5
error = 6.240044942819315E-5
error = 6.211294293984962E-5
error = 6.182809823807156E-5
error = 6.15458779300299E-5
error = 6.126624532898501E-5
error = 6.098916443749397E-5
error = 6.071459993112673E-5
error = 6.04425171426263E-5
error = 6.017288204652579E-5
error = 5.9905661244208264E-5
error = 5.9640821949375226E-5
error = 5.937833197393011E-5
error = 5.911815971425565E-5
error = 5.886027413785569E-5
error = 5.8604644770395485E-5
error = 5.8351241683068385E-5
error = 5.810003548032581E-5
error = 5.785099728792259E-5
error = 5.7604098741316006E-5
error = 5.7359311974339155E-5
error = 5.711660960821464E-5
error = 5.6875964740825374E-5
error = 5.6637350936292206E-5
error = 5.6400742214835865E-5
error = 5.6166113042872816E-5
error = 5.593343832339486E-5
error = 5.570269338659754E-5
error = 5.547385398073921E-5
error = 5.524689626324868E-5
error = 5.5021796792047774E-5
error = 5.479853251711463E-5
error = 5.4577080772238605E-5
error = 5.4357419266998935E-5
error = 5.4139526078943454E-5
error = 5.3923379645963774E-5
error = 5.3708958758855125E-5
error = 5.349624255406319E-5
error = 5.3285210506620716E-5
error = 5.3075842423240015E-5
error = 5.286811843559312E-5
error = 5.2662018993739746E-5
error = 5.245752485973437E-5
error = 5.225461710136567E-5
error = 5.205327708606407E-5
error = 5.185348647494695E-5
error = 5.1655227217017004E-5
error = 5.145848154347617E-5
error = 5.126323196220662E-5
error = 5.1069461252347896E-5
error = 5.087715245903352E-5
error = 5.068628888822795E-5
error = 5.0496854101682783E-5
error = 5.0308831912044196E-5
error = 5.0122206378022364E-5
error = 4.993696179970782E-5
error = 4.975308271399435E-5
error = 4.9570553890083696E-5
error = 4.938936032511733E-5
error = 4.920948723989277E-5
error = 4.9030920074677406E-5
error = 4.8853644485127424E-5
error = 4.8677646338287445E-5
error = 4.850291170867607E-5
error = 4.83294268744728E-5
error = 4.815717831378401E-5
error = 4.7986152700977986E-5
error = 4.781633690311848E-5
error = 4.764771797647319E-5
error = 4.748028316308398E-5
error = 4.7314019887431994E-5
error = 4.714891575316077E-5
error = 4.698495853987736E-5
error = 4.682213620000927E-5
error = 4.666043685575333E-5
error = 4.6499848796066165E-5
error = 4.6340360473733464E-5
error = 4.618196050248509E-5
error = 4.602463765418776E-5
error = 4.586838085609711E-5
error = 4.571317918814837E-5
error = 4.55590218803165E-5
error = 4.54058983100468E-5
error = 4.5253797999699335E-5
error = 4.510271061408479E-5
error = 4.495262595802986E-5
error = 4.4803533974004666E-5
error = 4.465542473977497E-5
error = 4.4508288466141193E-5
error = 4.4362115494683675E-5
error = 4.421689629558182E-5
error = 4.407262146546676E-5
error = 4.392928172530532E-5
error = 4.3786867918352405E-5
error = 4.36453710081203E-5
error = 4.350478207639965E-5
error = 4.336509232132494E-5
error = 4.32262930554539E-5
error = 4.30883757039273E-5
error = 4.2951331802609574E-5
error = 4.281515299631861E-5
error = 4.2679831037057795E-5
error = 4.254535778229365E-5
error = 4.2411725193257344E-5
error = 4.227892533329599E-5
error = 4.214695036624358E-5
error = 4.201579255481824E-5
error = 4.1885444259064496E-5
error = 4.1755897934815975E-5
error = 4.162714613218775E-5
error = 4.1499181494099836E-5
error = 4.137199675482994E-5
error = 4.12455847385777E-5
error = 4.111993835808902E-5
error = 4.09950506132707E-5
error = 4.087091458985069E-5
error = 4.0747523458056484E-5
error = 4.0624870471324845E-5
error = 4.050294896502651E-5
error = 4.0381752355214904E-5
error = 4.0261274137409096E-5
error = 4.014150788538574E-5
error = 4.002244724999655E-5
error = 3.99040859580159E-5
error = 3.97864178109896E-5
error = 3.966943668413507E-5
error = 3.955313652522468E-5
error = 3.943751135352201E-5
error = 3.932255525870778E-5
error = 3.9208262399860075E-5
error = 3.9094627004412395E-5
error = 3.898164336716464E-5
error = 3.886930584928848E-5
error = 3.8757608877359856E-5
error = 3.864654694241364E-5
error = 3.853611459900141E-5
error = 3.8426306464277805E-5
error = 3.831711721709307E-5
error = 3.820854159710939E-5
error = 3.8100574403933385E-5
error = 3.799321049624522E-5
error = 3.7886444790974224E-5
error = 3.778027226245911E-5
error = 3.767468794164624E-5
error = 3.756968691526903E-5
error = 3.746526432508628E-5
error = 3.736141536709614E-5
error = 3.7258135290775634E-5
error = 3.7155419398340356E-5
error = 3.7053263044010956E-5
error = 3.695166163327636E-5
error = 3.685061062220516E-5
error = 3.6750105516734455E-5
error = 3.6650141871981275E-5
error = 3.655071529157802E-5
error = 3.6451821427000415E-5
error = 3.635345597691227E-5
error = 3.625561468653395E-5
error = 3.6158293347000555E-5
error = 3.606148779474358E-5
error = 3.596519391087932E-5
error = 3.586940762060891E-5
error = 3.577412489262116E-5
error = 3.567934173851805E-5
error = 3.558505421223424E-5
error = 3.549125840948471E-5
error = 3.5397950467194336E-5
error = 3.5305126562963866E-5
error = 3.521278291452755E-5
error = 3.512091577922937E-5
error = 3.502952145349514E-5
error = 3.493859627232846E-5
error = 3.484813660880196E-5
error = 3.475813887356378E-5
error = 3.466859951434443E-5
error = 3.457951501548514E-5
error = 3.44908818974568E-5
error = 3.44026967163954E-5
error = 3.4314956063647064E-5
error = 3.4227656565314096E-5
error = 3.414079488180945E-5
error = 3.405436770741833E-5
error = 3.396837176987783E-5
error = 3.388280382993172E-5
error = 3.37976606809358E-5
error = 3.371293914842519E-5
error = 3.362863608973021E-5
error = 3.3544748393554894E-5
error = 3.3461272979602705E-5
error = 3.337820679817979E-5
error = 3.3295546829811953E-5
error = 3.3213290084877996E-5
error = 3.3131433603231925E-5
error = 3.304997445383668E-5
error = 3.2968909734415336E-5
error = 3.2888236571086343E-5
error = 3.280795211802096E-5
error = 3.272805355709912E-5
error = 3.264853809756691E-5
error = 3.256940297571205E-5
error = 3.249064545452447E-5
error = 3.24122628233822E-5
error = 3.233425239772383E-5
error = 3.2256611518740984E-5
error = 3.217933755306494E-5
error = 3.210242789246489E-5
error = 3.202587995354048E-5
error = 3.194969117743224E-5
error = 3.187385902952458E-5
error = 3.179838099916E-5
error = 3.172325459935322E-5
error = 3.1648477366512915E-5
error = 3.15740468601664E-5
error = 3.1499960662683366E-5
error = 3.142621637901268E-5
error = 3.1352811636414674E-5
error = 3.127974408420251E-5
error = 3.120701139348505E-5
error = 3.1134611256908313E-5
error = 3.1062541388415816E-5
error = 3.099079952299013E-5
error = 3.091938341641886E-5
error = 3.0848290845051466E-5
error = 3.07775196055659E-5
error = 3.070706751472904E-5
error = 3.06369324091726E-5
error = 3.056711214516675E-5
error = 3.0497604598390883E-5
error = 3.0428407663722208E-5
error = 3.0359519255004935E-5
error = 3.0290937304854343E-5
error = 3.0222659764425526E-5
error = 3.01546846032174E-5
error = 3.008700980886364E-5
error = 3.0019633386929092E-5
error = 2.9952553360707927E-5
error = 2.988576777103149E-5
error = 2.9819274676058452E-5
error = 2.975307215110928E-5
error = 2.9687158288446283E-5
error = 2.962153119710544E-5
error = 2.9556189002708872E-5
error = 2.94911298472734E-5
error = 2.9426351889044646E-5
error = 2.9361853302303175E-5
error = 2.9297632277206107E-5
error = 2.9233687019601757E-5
error = 2.9170015750861038E-5
error = 2.9106616707716435E-5
error = 2.9043488142083544E-5
error = 2.8980628320909913E-5
error = 2.8918035526002184E-5
error = 2.8855708053874908E-5
error = 2.8793644215587702E-5
error = 2.8731842336585472E-5
error = 2.8670300756557403E-5
error = 2.8609017829271063E-5
error = 2.8547991922432917E-5
error = 2.8487221417534257E-5
error = 2.8426704709707217E-5
error = 2.8366440207583323E-5
error = 2.8306426333147208E-5
error = 2.8246661521593235E-5
error = 2.818714422119709E-5
error = 2.8127872893170133E-5
error = 2.8068846011524687E-5
error = 2.801006206294646E-5
error = 2.795151954665347E-5
error = 2.7893216974272823E-5
error = 2.7835152869711786E-5
error = 2.7777325769029213E-5
error = 2.771973422030523E-5
error = 2.7662376783526417E-5
error = 2.7605252030458675E-5
error = 2.7548358544526725E-5
error = 2.7491694920692714E-5
error = 2.743525976534203E-5
error = 2.7379051696164893E-5
error = 2.7323069342043876E-5
error = 2.726731134293518E-5
error = 2.7211776349760033E-5
error = 2.7156463024295634E-5
error = 2.7101370039059724E-5
error = 2.7046496077208715E-5
error = 2.6991839832426936E-5
error = 2.6937400008822665E-5
error = 2.6883175320822967E-5
error = 2.682916449307124E-5
error = 2.6775366260325864E-5
error = 2.6721779367358072E-5
error = 2.6668402568854746E-5
error = 2.661523462931636E-5
error = 2.6562274322966064E-5
error = 2.6509520433649443E-5
error = 2.64569717547376E-5
error = 2.6404627089038797E-5
error = 2.6352485248707072E-5
error = 2.630054505514183E-5
error = 2.624880533890804E-5
error = 2.6197264939637388E-5
error = 2.6145922705947636E-5
error = 2.6094777495355286E-5
error = 2.604382817418036E-5
error = 2.5993073617472947E-5
error = 2.594251270892047E-5
error = 2.5892144340769736E-5
error = 2.5841967413739525E-5
error = 2.5791980836947802E-5
error = 2.574218352781854E-5
error = 2.5692574412017975E-5
error = 2.5643152423360268E-5
error = 2.559391650374066E-5
error = 2.5544865603057888E-5
error = 2.5495998679131084E-5
error = 2.544731469763276E-5
error = 2.5398812632011256E-5
error = 2.5350491463417102E-5
error = 2.530235018063103E-5
error = 2.525438777999288E-5
error = 2.5206603265329813E-5
error = 2.5158995647887926E-5
error = 2.5111563946259852E-5
error = 2.5064307186322785E-5
error = 2.5017224401158782E-5
error = 2.4970314631003952E-5
error = 2.4923576923167312E-5
error = 2.48770103319755E-5
error = 2.4830613918701006E-5
error = 2.4784386751504915E-5
error = 2.473832790536599E-5
error = 2.4692436462025356E-5
error = 2.4646711509921548E-5
error = 2.460115214412596E-5
error = 2.4555757466288014E-5
error = 2.451052658457266E-5
error = 2.4465458613599896E-5
error = 2.4420552674389692E-5
error = 2.4375807894297125E-5
error = 2.4331223406965668E-5
error = 2.4286798352260498E-5
error = 2.4242531876216754E-5
error = 2.4198423130984926E-5
error = 2.4154471274775595E-5
error = 2.4110675471801717E-5
error = 2.4067034892230623E-5
error = 2.402354871212537E-5
error = 2.3980216113396683E-5
error = 2.3937036283746642E-5
error = 2.3894008416622615E-5
error = 2.3851131711158912E-5
error = 2.3808405372135127E-5
error = 2.3765828609923064E-5
error = 2.3723400640430485E-5
error = 2.3681120685062634E-5
error = 2.363898797066895E-5
error = 2.3597001729495827E-5
error = 2.3555161199140188E-5
error = 2.351346562250214E-5
error = 2.3471914247739183E-5
error = 2.3430506328218347E-5
error = 2.3389241122474173E-5
error = 2.3348117894162983E-5
error = 2.3307135912015755E-5
error = 2.32662944497985E-5
error = 2.3225592786265565E-5
error = 2.3185030205120068E-5
error = 2.314460599496693E-5
error = 2.3104319449273875E-5
error = 2.3064169866327752E-5
error = 2.3024156549197642E-5
error = 2.298427880568689E-5
error = 2.2944535948301556E-5
error = 2.290492729420226E-5
error = 2.2865452165170122E-5
error = 2.28261098875622E-5
error = 2.2786899792281135E-5
error = 2.2747821214727494E-5
error = 2.2708873494768812E-5
error = 2.2670055976697427E-5
error = 2.2631368009197616E-5
error = 2.2592808945302474E-5
error = 2.2554378142366013E-5
error = 2.2516074962017495E-5
error = 2.2477898770133714E-5
error = 2.2439848936801522E-5
error = 2.240192483627787E-5
error = 2.236412584696145E-5
error = 2.232645135135742E-5
error = 2.2288900736038437E-5
error = 2.225147339161788E-5
error = 2.221416871271075E-5
error = 2.2176986097905333E-5
error = 2.21399249497288E-5
error = 2.2102984674609732E-5
error = 2.206616468285762E-5
error = 2.202946438861877E-5
error = 2.1992883209855077E-5
error = 2.1956420568305623E-5
error = 2.1920075889458607E-5
error = 2.1883848602524514E-5
error = 2.184773814039926E-5
error = 2.1811743939638813E-5
error = 2.1775865440428025E-5
error = 2.1740102086550187E-5
error = 2.170445332536384E-5
